#  LAT(N)   LON(E)   DEPTH   STEP  DOSE RATE  TOTAL DOSE
-47.1011  97.1684  230.553  416  6.6175E+00  3.0960E+01
-47.0897  97.3960  230.444  417  6.6212E+00  3.1070E+01
-47.0778  97.6236  230.335  418  6.6249E+00  3.1181E+01
-47.0654  97.8510  230.227  419  6.6286E+00  3.1291E+01
-47.0526  98.0783  230.118  420  6.6322E+00  3.1402E+01
-47.0393  98.3056  230.009  421  6.6357E+00  3.1512E+01
-47.0256  98.5327  229.901  422  6.6391E+00  3.1623E+01
-47.0114  98.7597  229.792  423  6.6425E+00  3.1734E+01
-46.9968  98.9865  229.684  424  6.6459E+00  3.1845E+01
-46.9817  99.2133  229.576  425  6.6495E+00  3.1955E+01
-46.9662  99.4399  229.468  426  6.6531E+00  3.2066E+01
-46.9502  99.6664  229.360  427  6.6566E+00  3.2177E+01
-46.9338  99.8927  229.252  428  6.6602E+00  3.2288E+01
-46.9169 100.1189  229.144  429  6.6636E+00  3.2399E+01
-46.8996 100.3450  229.036  430  6.6669E+00  3.2510E+01
-46.8819 100.5709  228.928  431  6.6702E+00  3.2622E+01
-46.8636 100.7967  228.821  432  6.6736E+00  3.2733E+01
-46.8450 101.0223  228.713  433  6.6769E+00  3.2844E+01
-46.8259 101.2477  228.606  434  6.6804E+00  3.2955E+01
-46.8064 101.4730  228.498  435  6.6839E+00  3.3067E+01
-46.7864 101.6981  228.391  436  6.6875E+00  3.3178E+01
-46.7660 101.9231  228.284  437  6.6910E+00  3.3290E+01
-46.7451 102.1479  228.177  438  6.6943E+00  3.3401E+01
-46.7238 102.3725  228.070  439  6.6975E+00  3.3513E+01
-46.7020 102.5969  227.963  440  6.7007E+00  3.3625E+01
-46.6799 102.8212  227.856  441  6.7039E+00  3.3736E+01
-46.6572 103.0452  227.749  442  6.7072E+00  3.3848E+01
-46.6342 103.2691  227.642  443  6.7106E+00  3.3960E+01
-46.6107 103.4928  227.535  444  6.7140E+00  3.4072E+01
-46.5867 103.7163  227.428  445  6.7175E+00  3.4184E+01
-46.5624 103.9396  227.321  446  6.7209E+00  3.4296E+01
-46.5375 104.1627  227.215  447  6.7243E+00  3.4408E+01
-46.5123 104.3855  227.108  448  6.7277E+00  3.4520E+01
-46.4866 104.6082  227.001  449  6.7311E+00  3.4632E+01
-46.4605 104.8307  226.894  450  6.7345E+00  3.4744E+01
-46.4340 105.0529  226.788  451  6.7378E+00  3.4857E+01
-46.4070 105.2750  226.681  452  6.7412E+00  3.4969E+01
-46.3796 105.4968  226.575  453  6.7445E+00  3.5082E+01
-46.3517 105.7184  226.468  454  6.7479E+00  3.5194E+01
-46.3235 105.9397  226.362  455  6.7512E+00  3.5307E+01
-46.2948 106.1608  226.255  456  6.7543E+00  3.5419E+01
-46.2657 106.3817  226.149  457  6.7573E+00  3.5532E+01
-46.2361 106.6024  226.043  458  6.7603E+00  3.5644E+01
-46.2061 106.8228  225.936  459  6.7633E+00  3.5757E+01
-46.1757 107.0430  225.830  460  6.7664E+00  3.5870E+01
-46.1449 107.2630  225.724  461  6.7696E+00  3.5983E+01
-46.1137 107.4826  225.618  462  6.7729E+00  3.6096E+01
-46.0820 107.7021  225.512  463  6.7761E+00  3.6209E+01
-46.0499 107.9213  225.406  464  6.7794E+00  3.6322E+01
-46.0174 108.1402  225.300  465  6.7824E+00  3.6435E+01
-45.9845 108.3589  225.194  466  6.7853E+00  3.6548E+01
-45.9511 108.5773  225.088  467  6.7882E+00  3.6661E+01
-45.9174 108.7955  224.983  468  6.7910E+00  3.6774E+01
-45.8832 109.0133  224.877  469  6.7939E+00  3.6887E+01
-45.8486 109.2310  224.772  470  6.7967E+00  3.7000E+01
-45.8136 109.4483  224.666  471  6.7995E+00  3.7114E+01
-45.7782 109.6654  224.561  472  6.8023E+00  3.7227E+01
-45.7423 109.8822  224.455  473  6.8051E+00  3.7341E+01
-45.7061 110.0987  224.350  474  6.8079E+00  3.7454E+01
-45.6694 110.3149  224.244  475  6.8106E+00  3.7568E+01
-45.6324 110.5309  224.139  476  6.8133E+00  3.7681E+01
-45.5949 110.7465  224.034  477  6.8159E+00  3.7795E+01
-45.5570 110.9619  223.928  478  6.8186E+00  3.7908E+01
-45.5187 111.1770  223.823  479  6.8212E+00  3.8022E+01
-45.4801 111.3918  223.718  480  6.8239E+00  3.8136E+01
-45.4410 111.6063  223.613  481  6.8265E+00  3.8250E+01
-45.4015 111.8205  223.508  482  6.8291E+00  3.8363E+01
-45.3616 112.0344  223.402  483  6.8317E+00  3.8477E+01
-45.3213 112.2480  223.297  484  6.8343E+00  3.8591E+01
-45.2806 112.4613  223.192  485  6.8369E+00  3.8705E+01
-45.2395 112.6743  223.087  486  6.8394E+00  3.8819E+01
-45.1980 112.8870  222.982  487  6.8420E+00  3.8933E+01
-45.1561 113.0993  222.877  488  6.8444E+00  3.9047E+01
-45.1138 113.3114  222.772  489  6.8466E+00  3.9161E+01
-45.0712 113.5231  222.666  490  6.8487E+00  3.9275E+01
-45.0281 113.7346  222.561  491  6.8503E+00  3.9390E+01
-44.9846 113.9457  222.456  492  6.8518E+00  3.9504E+01
-44.9408 114.1565  222.351  493  6.8535E+00  3.9618E+01
-44.8965 114.3669  222.246  494  6.8554E+00  3.9732E+01
-44.8519 114.5771  222.141  495  6.8572E+00  3.9847E+01
-44.8069 114.7869  222.036  496  6.8591E+00  3.9961E+01
-44.7615 114.9964  221.931  497  6.8609E+00  4.0075E+01
-44.7157 115.2055  221.826  498  6.8625E+00  4.0190E+01
-44.6696 115.4144  221.721  499  6.8641E+00  4.0304E+01
-44.6230 115.6229  221.616  500  6.8656E+00  4.0418E+01
-44.5761 115.8310  221.512  501  6.8670E+00  4.0533E+01
-44.5288 116.0388  221.407  502  6.8684E+00  4.0647E+01
-44.4811 116.2463  221.302  503  6.8694E+00  4.0762E+01
-44.4331 116.4535  221.198  504  6.8701E+00  4.0876E+01
-44.3846 116.6603  221.093  505  6.8709E+00  4.0991E+01
-44.3358 116.8668  220.989  506  6.8716E+00  4.1105E+01
-44.2866 117.0729  220.885  507  6.8725E+00  4.1220E+01
-44.2371 117.2787  220.781  508  6.8735E+00  4.1334E+01
-44.1872 117.4841  220.677  509  6.8745E+00  4.1449E+01
-44.1369 117.6892  220.573  510  6.8754E+00  4.1564E+01
-44.0862 117.8939  220.469  511  6.8763E+00  4.1678E+01
-44.0352 118.0983  220.365  512  6.8769E+00  4.1793E+01
-43.9838 118.3023  220.261  513  6.8770E+00  4.1908E+01
-43.9320 118.5060  220.158  514  6.8769E+00  4.2022E+01
-43.8799 118.7093  220.054  515  6.8769E+00  4.2137E+01
-43.8274 118.9123  219.951  516  6.8762E+00  4.2251E+01
-43.7746 119.1149  219.847  517  6.8758E+00  4.2366E+01
-43.7214 119.3172  219.744  518  6.8757E+00  4.2481E+01
-43.6678 119.5191  219.641  519  6.8756E+00  4.2595E+01
-43.6139 119.7206  219.538  520  6.8754E+00  4.2710E+01
-43.5596 119.9218  219.435  521  6.8751E+00  4.2824E+01
-43.5050 120.1226  219.332  522  6.8746E+00  4.2939E+01
-43.4500 120.3231  219.229  523  6.8738E+00  4.3053E+01
-43.3947 120.5231  219.126  524  6.8729E+00  4.3168E+01
-43.3390 120.7229  219.023  525  6.8719E+00  4.3283E+01
-43.2830 120.9222  218.920  526  6.8708E+00  4.3397E+01
-43.2266 121.1212  218.818  527  6.8698E+00  4.3512E+01
-43.1699 121.3198  218.715  528  6.8686E+00  4.3626E+01
-43.1129 121.5181  218.612  529  6.8671E+00  4.3740E+01
-43.0554 121.7160  218.510  530  6.8657E+00  4.3855E+01
-42.9977 121.9135  218.407  531  6.8643E+00  4.3969E+01
-42.9396 122.1106  218.305  532  6.8619E+00  4.4084E+01
-42.8812 122.3074  218.202  533  6.8590E+00  4.4198E+01
-42.8224 122.5038  218.100  534  6.8561E+00  4.4312E+01
-42.7633 122.6998  217.997  535  6.8531E+00  4.4426E+01
-42.7039 122.8955  217.895  536  6.8500E+00  4.4541E+01
-42.6441 123.0908  217.793  537  6.8473E+00  4.4655E+01
-42.5840 123.2857  217.690  538  6.8451E+00  4.4769E+01
-42.5235 123.4802  217.588  539  6.8429E+00  4.4883E+01
-42.4628 123.6744  217.486  540  6.8402E+00  4.4997E+01
-42.4017 123.8681  217.383  541  6.8372E+00  4.5111E+01
-42.3402 124.0616  217.281  542  6.8336E+00  4.5225E+01
-42.2785 124.2546  217.179  543  6.8293E+00  4.5339E+01
-42.2164 124.4472  217.077  544  6.8250E+00  4.5452E+01
-42.1540 124.6395  216.974  545  6.8205E+00  4.5566E+01
-42.0913 124.8314  216.872  546  6.8161E+00  4.5680E+01
-42.0282 125.0229  216.770  547  6.8115E+00  4.5793E+01
-41.9649 125.2140  216.668  548  6.8065E+00  4.5907E+01
-41.9012 125.4048  216.566  549  6.8012E+00  4.6020E+01
-41.8372 125.5952  216.463  550  6.7958E+00  4.6133E+01
-41.7729 125.7852  216.361  551  6.7902E+00  4.6246E+01
-41.7083 125.9748  216.259  552  6.7842E+00  4.6359E+01
-41.6433 126.1640  216.157  553  6.7780E+00  4.6472E+01
-41.5781 126.3529  216.055  554  6.7718E+00  4.6585E+01
-41.5125 126.5413  215.953  555  6.7656E+00  4.6698E+01
-41.4466 126.7294  215.851  556  6.7592E+00  4.6811E+01
-41.3804 126.9171  215.749  557  6.7528E+00  4.6923E+01
-41.3140 127.1045  215.647  558  6.7466E+00  4.7036E+01
-41.2472 127.2914  215.545  559  6.7403E+00  4.7148E+01
-41.1801 127.4780  215.443  560  6.7338E+00  4.7260E+01
-41.1127 127.6642  215.341  561  6.7269E+00  4.7372E+01
-41.0450 127.8500  215.239  562  6.7198E+00  4.7484E+01
-40.9770 128.0354  215.138  563  6.7121E+00  4.7596E+01
-40.9087 128.2205  215.036  564  6.7033E+00  4.7708E+01
-40.8401 128.4051  214.935  565  6.6943E+00  4.7819E+01
-40.7712 128.5894  214.833  566  6.6853E+00  4.7931E+01
-40.7020 128.7733  214.732  567  6.6762E+00  4.8042E+01
-40.6325 128.9568  214.631  568  6.6670E+00  4.8153E+01
-40.5628 129.1400  214.529  569  6.6583E+00  4.8264E+01
-40.4927 129.3227  214.428  570  6.6494E+00  4.8375E+01
-40.4224 129.5051  214.327  571  6.6402E+00  4.8486E+01
-40.3517 129.6871  214.226  572  6.6307E+00  4.8596E+01
-40.2808 129.8687  214.126  573  6.6210E+00  4.8707E+01
-40.2096 130.0499  214.025  574  6.6109E+00  4.8817E+01
-40.1381 130.2308  213.924  575  6.6005E+00  4.8927E+01
-40.0663 130.4113  213.824  576  6.5900E+00  4.9037E+01
-39.9943 130.5914  213.723  577  6.5793E+00  4.9146E+01
-39.9219 130.7711  213.623  578  6.5672E+00  4.9256E+01
-39.8493 130.9504  213.523  579  6.5548E+00  4.9365E+01
-39.7764 131.1294  213.422  580  6.5421E+00  4.9474E+01
-39.7032 131.3080  213.322  581  6.5293E+00  4.9583E+01
-39.6298 131.4862  213.222  582  6.5165E+00  4.9691E+01
-39.5561 131.6640  213.122  583  6.5035E+00  4.9800E+01
-39.4821 131.8415  213.022  584  6.4905E+00  4.9908E+01
-39.4078 132.0185  212.922  585  6.4777E+00  5.0016E+01
-39.3333 132.1952  212.822  586  6.4655E+00  5.0124E+01
-39.2585 132.3716  212.722  587  6.4534E+00  5.0231E+01
-39.1834 132.5475  212.623  588  6.4412E+00  5.0339E+01
-39.1081 132.7231  212.523  589  6.4290E+00  5.0446E+01
-39.0325 132.8983  212.423  590  6.4168E+00  5.0553E+01
-38.9566 133.0731  212.324  591  6.4036E+00  5.0659E+01
-38.8805 133.2476  212.224  592  6.3894E+00  5.0766E+01
-38.8041 133.4217  212.125  593  6.3752E+00  5.0872E+01
-38.7275 133.5954  212.025  594  6.3612E+00  5.0978E+01
-38.6506 133.7687  211.926  595  6.3472E+00  5.1084E+01
-38.5734 133.9417  211.826  596  6.3336E+00  5.1190E+01
-38.4960 134.1143  211.727  597  6.3199E+00  5.1295E+01
-38.4183 134.2865  211.628  598  6.3057E+00  5.1400E+01
-38.3404 134.4584  211.528  599  6.2913E+00  5.1505E+01
-38.2622 134.6299  211.429  600  6.2768E+00  5.1609E+01
-38.1838 134.8010  211.330  601  6.2622E+00  5.1714E+01
-38.1051 134.9717  211.230  602  6.2475E+00  5.1818E+01
-38.0262 135.1421  211.131  603  6.2327E+00  5.1922E+01
-37.9470 135.3121  211.032  604  6.2169E+00  5.2025E+01
-37.8676 135.4818  210.933  605  6.2006E+00  5.2129E+01
-37.7879 135.6511  210.833  606  6.1844E+00  5.2232E+01
-37.7392 135.8322  209.746  607  6.2011E+00  5.2335E+01
-37.7214 136.0254  207.688  608  6.2501E+00  5.2439E+01
-37.7033 136.2186  205.656  609  6.2978E+00  5.2544E+01
-37.6849 136.4116  203.637  610  6.3452E+00  5.2650E+01
-37.6661 136.6045  201.640  611  6.3919E+00  5.2757E+01
-37.6494 136.7747  200.649  612  6.4123E+00  5.2864E+01
-37.6348 136.9223  200.649  613  6.4070E+00  5.2970E+01
-37.6121 137.1472  200.649  614  6.3989E+00  5.3077E+01
-37.5970 137.2931  200.649  615  6.3935E+00  5.3184E+01
-37.5791 137.4646  200.649  616  6.3872E+00  5.3290E+01
-37.5585 137.6582  200.649  617  6.3799E+00  5.3396E+01
-37.5392 137.8370  200.649  618  6.3732E+00  5.3503E+01
-37.5064 138.1366  200.649  619  6.3618E+00  5.3609E+01
-37.4905 138.2790  200.649  620  6.3563E+00  5.3714E+01
-37.4710 138.4523  200.649  621  6.3496E+00  5.3820E+01
-37.4478 138.6545  200.649  622  6.3417E+00  5.3926E+01
-37.4244 138.8531  200.649  623  6.3337E+00  5.4032E+01
-37.4006 139.0539  200.649  624  6.3259E+00  5.4137E+01
-37.3764 139.2555  200.649  625  6.3188E+00  5.4242E+01
-37.3519 139.4555  200.649  626  6.3116E+00  5.4348E+01
-37.3271 139.6565  200.649  627  6.3044E+00  5.4453E+01
-37.3020 139.8554  200.649  628  6.2973E+00  5.4558E+01
-37.2769 140.0520  200.649  629  6.2900E+00  5.4662E+01
-37.2517 140.2473  200.649  630  6.2819E+00  5.4767E+01
-37.2262 140.4417  200.649  631  6.2738E+00  5.4872E+01
-37.2003 140.6361  200.649  632  6.2656E+00  5.4976E+01
-37.1742 140.8308  200.649  633  6.2574E+00  5.5080E+01
-37.1478 141.0255  200.649  634  6.2491E+00  5.5184E+01
-37.1209 141.2200  200.649  635  6.2407E+00  5.5289E+01
-37.1005 141.3656  200.649  636  6.2343E+00  5.5392E+01
-37.0869 141.4623  200.649  637  6.2301E+00  5.5496E+01
-37.0664 141.6070  200.649  638  6.2237E+00  5.5600E+01
-37.0387 141.7997  200.649  639  6.2152E+00  5.5704E+01
-37.0107 141.9939  200.649  640  6.2065E+00  5.5807E+01
-36.9821 142.1899  200.649  641  6.1966E+00  5.5910E+01
-36.9534 142.3823  200.649  642  6.1860E+00  5.6013E+01
-36.9246 142.5742  200.770  643  6.1723E+00  5.6116E+01
-36.8954 142.7677  200.770  644  6.1619E+00  5.6219E+01
-36.8641 142.9618  200.649  645  6.1541E+00  5.6322E+01
-36.8299 143.1548  200.649  646  6.1415E+00  5.6424E+01
-36.7939 143.3486  200.770  647  6.1251E+00  5.6526E+01
-36.7579 143.5435  200.770  648  6.1118E+00  5.6628E+01
-36.7228 143.7316  200.649  649  6.1019E+00  5.6730E+01
-36.6879 143.9178  200.649  650  6.0890E+00  5.6831E+01
-36.6527 144.1042  200.649  651  6.0757E+00  5.6932E+01
-36.6172 144.2878  200.649  652  6.0622E+00  5.7033E+01
-36.5811 144.4733  200.649  653  6.0484E+00  5.7134E+01
-36.5448 144.6603  200.649  654  6.0344E+00  5.7235E+01
-36.5084 144.8455  200.649  655  6.0203E+00  5.7335E+01
-36.4711 145.0332  200.649  656  6.0058E+00  5.7435E+01
-36.4327 145.2247  200.649  657  5.9910E+00  5.7535E+01
-36.3940 145.4155  200.649  658  5.9762E+00  5.7635E+01
-36.3550 145.6059  200.649  659  5.9614E+00  5.7734E+01
-36.3159 145.7964  200.649  660  5.9466E+00  5.7833E+01
-36.2774 145.9825  200.649  661  5.9322E+00  5.7932E+01
-36.2387 146.1670  200.649  662  5.9172E+00  5.8031E+01
-36.2089 146.3070  200.649  663  5.9056E+00  5.8129E+01
-36.1888 146.4013  200.649  664  5.8978E+00  5.8227E+01
-36.1586 146.5430  200.649  665  5.8864E+00  5.8325E+01
-36.1179 146.7340  200.649  666  5.8713E+00  5.8423E+01
-36.0734 146.9244  200.649  667  5.8553E+00  5.8521E+01
-36.0189 147.1099  200.649  668  5.8374E+00  5.8618E+01
-35.9572 147.2915  200.649  669  5.8193E+00  5.8715E+01
-35.8969 147.4667  200.649  670  5.8020E+00  5.8812E+01
-35.8286 147.6347  200.649  671  5.7830E+00  5.8908E+01
-35.7434 147.7928  200.529  672  5.7632E+00  5.9004E+01
-35.6510 147.9421  200.529  673  5.7391E+00  5.9100E+01
-35.5587 148.0909  200.649  674  5.7129E+00  5.9195E+01
-35.4674 148.2378  200.649  675  5.6902E+00  5.9290E+01
-35.3796 148.3783  200.649  676  5.6683E+00  5.9384E+01
-35.2941 148.5157  200.649  677  5.6470E+00  5.9479E+01
-35.2058 148.6565  200.649  678  5.6250E+00  5.9572E+01
-35.1147 148.8008  208.762  679  5.4194E+00  5.9663E+01
-35.0274 148.9393  227.902  680  4.9711E+00  5.9745E+01
-34.9464 149.0673  250.147  681  4.4613E+00  5.9820E+01
-34.8617 149.2002  275.072  682  3.8978E+00  5.9885E+01
-34.7976 149.3010  295.216  683  3.4481E+00  5.9942E+01
-34.7599 149.3613  307.782  684  3.1700E+00  5.9995E+01
-34.7115 149.4564  326.890  685  2.8681E+00  6.0043E+01
-34.6561 149.5810  352.290  686  2.5721E+00  6.0086E+01
-34.6036 149.7019  378.839  687  2.2656E+00  6.0123E+01
-34.5505 149.8224  412.287  688  1.8835E+00  6.0155E+01
-34.4967 149.9433  445.246  689  1.5101E+00  6.0180E+01
-34.4436 150.0641  469.359  690  1.2383E+00  6.0201E+01
-34.3912 150.1824  499.951  691  1.0242E+00  6.0218E+01
-34.3236 150.3335  552.905  692  8.3575E-01  6.0232E+01
-34.2701 150.4531  600.026  693  6.6980E-01  6.0243E+01
-34.2179 150.5705  644.905  694  5.1303E-01  6.0251E+01
-34.1918 150.6288  667.527  695  4.3450E-01  6.0259E+01
-34.1382 150.7477  702.319  696  3.1426E-01  6.0264E+01
-34.0973 150.8380  732.537  697  2.5145E-01  6.0268E+01
-34.0564 150.9300  757.246  698  2.3121E-01  6.0272E+01
-34.0385 151.0076  776.670  699  2.1541E-01  6.0276E+01
-34.1056 151.0848  821.003  700  1.7986E-01  6.0279E+01
-34.1827 151.1042  860.094  701  1.4863E-01  6.0281E+01
-34.2117 151.1667  876.712  702  1.3534E-01  6.0283E+01
-34.1478 151.2127  894.431  703  1.2105E-01  6.0285E+01
-34.0971 151.2152  927.726  704  9.9128E-02  6.0287E+01
-34.0588 151.2053  954.118  705  9.1261E-02  6.0288E+01
-34.0196 151.1949  982.455  706  8.2831E-02  6.0290E+01
-33.9767 151.1838 1011.476  707  7.4182E-02  6.0291E+01
-33.9453 151.1758 1033.238  708  6.4554E-02  6.0292E+01
-33.9419 151.1733 1033.238  709  6.4552E-02  6.0293E+01
-33.9387 151.1706 1033.238  710  6.4551E-02  6.0294E+01
 #GCR MODEL   4  TRANSPORT AND CUTOFFS: 0   SUPERPOSITION:   0
 #DATE: 2018/07/28 HOUR:            0
 #6.0294E+01 TOTAL          microSv, ICRP Pub. 103 EFFECTIVE DOSE 
